At. num,Sp. Name,Ion Charge,El. Name,Binding Energy (a) (eV),Uncertainty (b) (eV)
"33","As XXVI","+25","Arsenic","47600","40"
"33","As XXVII","+26","Arsenic","44970","30"
"33","As XXVIII","+27","Arsenic","42201","7"
"33","As XXIX","+28","Arsenic","39263","5"
"33","As XXX","+29","Arsenic","36175","4"
"33","As XXXI","+30","Arsenic","32888.248","0.007"
"33","As XXXII","+31","Arsenic","29476.605","0.003"
"33","As XXXIII","+32","Arsenic","15028.9251","0.0010"
"34","Se I","0","Selenium","66070","60"
"34","Se II","+1","Selenium","66060","60"
"34","Se III","+2","Selenium","66030","60"
"34","Se IV","+3","Selenium","66010","60"
"34","Se V","+4","Selenium","65960","60"
"34","Se VI","+5","Selenium","65900","60"
"34","Se VII","+6","Selenium","65810","60"
"34","Se VIII","+7","Selenium","65660","60"
"34","Se IX","+8","Selenium","65480","60"
"34","Se X","+9","Selenium","65250","60"
"34","Se XI","+10","Selenium","64990","60"
"34","Se XII","+11","Selenium","64710","60"
"34","Se XIII","+12","Selenium","64360","60"
"34","Se XIV","+13","Selenium","63980","60"
"34","Se XV","+14","Selenium","63550","60"
"34","Se XVI","+15","Selenium","63080","60"
"34","Se XVII","+16","Selenium","62560","60"
"34","Se XVIII","+17","Selenium","61920","50"
"34","Se XIX","+18","Selenium","61220","50"
"34","Se XX","+19","Selenium","60480","50"
"34","Se XXI","+20","Selenium","59690","50"
"34","Se XXII","+21","Selenium","58840","50"
"34","Se XXIII","+22","Selenium","57950","50"
"34","Se XXIV","+23","Selenium","56960","40"
"34","Se XXV","+24","Selenium","55930","40"
"34","Se XXVI","+25","Selenium","53390","40"
"34","Se XXVII","+26","Selenium","50710","40"
"34","Se XXVIII","+27","Selenium","47900","40"
"34","Se XXIX","+28","Selenium","44927","9"
"34","Se XXX","+29","Selenium","41781","6"
"34","Se XXXI","+30","Selenium","38480","4"
"34","Se XXXII","+31","Selenium","34972.127","0.009"
"34","Se XXXIII","+32","Selenium","31335.601","0.004"
"34","Se XXXIV","+33","Selenium","15968.1075","0.0012"
"35","Br I","0","Bromine","70870","60"
"35","Br II","+1","Bromine","70860","60"
"35","Br III","+2","Bromine","70830","60"
"35","Br IV","+3","Bromine","70790","60"
"35","Br V","+4","Bromine","70750","60"
"35","Br VI","+5","Bromine","70680","60"
"35","Br VII","+6","Bromine","70600","60"
"35","Br VIII","+7","Bromine","70500","60"
"35","Br IX","+8","Bromine","70310","60"
"35","Br X","+9","Bromine","70080","60"
"35","Br XI","+10","Bromine","69820","60"
"35","Br XII","+11","Bromine","69520","60"
"35","Br XIII","+12","Bromine","69180","60"
"35","Br XIV","+13","Bromine","68790","60"
"35","Br XV","+14","Bromine","68350","60"
"35","Br XVI","+15","Bromine","67870","60"
"35","Br XVII","+16","Bromine","67340","60"
"35","Br XVIII","+17","Bromine","66770","60"
"35","Br XIX","+18","Bromine","66050","60"
"35","Br XX","+19","Bromine","65290","60"
"35","Br XXI","+20","Bromine","64470","60"
"35","Br XXII","+21","Bromine","63600","50"
"35","Br XXIII","+22","Bromine","62690","50"
"35","Br XXIV","+23","Bromine","61720","50"
"35","Br XXV","+24","Bromine","60650","50"
"35","Br XXVI","+25","Bromine","59540","50"
"35","Br XXVII","+26","Bromine","56800","50"
"35","Br XXVIII","+27","Bromine","53930","40"
"35","Br XXIX","+28","Bromine","50910","40"
"35","Br XXX","+29","Bromine","47743","10"
"35","Br XXXI","+30","Bromine","44381","6"
"35","Br XXXII","+31","Bromine","40859","4"
"35","Br XXXIII","+32","Bromine","37123.150","0.009"
"35","Br XXXIV","+33","Bromine","33254.164","0.004"
"35","Br XXXV","+34","Bromine","16937.1497","0.0015"
"36","Kr I","0","Krypton","75870","60"
"36","Kr II","+1","Krypton","75850","60"
"36","Kr III","+2","Krypton","75830","60"
"36","Kr IV","+3","Krypton","75790","60"
"36","Kr V","+4","Krypton","75740","60"
"36","Kr VI","+5","Krypton","75680","60"
"36","Kr VII","+6","Krypton","75590","60"
"36","Kr VIII","+7","Krypton","75490","60"
"36","Kr IX","+8","Krypton","75370","60"
"36","Kr X","+9","Krypton","75130","60"
"36","Kr XI","+10","Krypton","74860","60"
"36","Kr XII","+11","Krypton","74550","60"
"36","Kr XIII","+12","Krypton","74200","60"
"36","Kr XIV","+13","Krypton","73820","60"
"36","Kr XV","+14","Krypton","73370","60"
"36","Kr XVI","+15","Krypton","72880","60"
"36","Kr XVII","+16","Krypton","72330","60"
"36","Kr XVIII","+17","Krypton","71750","60"
"36","Kr XIX","+18","Krypton","71100","60"
"36","Kr XX","+19","Krypton","70320","60"
"36","Kr XXI","+20","Krypton","69490","60"
"36","Kr XXII","+21","Krypton","68600","60"
"36","Kr XXIII","+22","Krypton","67660","60"
"36","Kr XXIV","+23","Krypton","66670","60"
"36","Kr XXV","+24","Krypton","65620","50"
"36","Kr XXVI","+25","Krypton","64460","50"
"36","Kr XXVII","+26","Krypton","63260","50"
"36","Kr XXVIII","+27","Krypton","60330","50"
"36","Kr XXIX","+28","Krypton","57260","40"
"36","Kr XXX","+29","Krypton","54030","40"
"36","Kr XXXI","+30","Krypton","50649","10"
"36","Kr XXXII","+31","Krypton","47064","6"
"36","Kr XXXIII","+32","Krypton","43313","4"
"36","Kr XXXIV","+33","Krypton","39341.747","0.010"
"36","Kr XXXV","+34","Krypton","35232.664","0.004"
"36","Kr XXXVI","+35","Krypton","17936.2405","0.0016"
"37","Rb I","0","Rubidium","81050","70"
"37","Rb II","+1","Rubidium","81050","70"
"37","Rb III","+2","Rubidium","81010","70"
"37","Rb IV","+3","Rubidium","80970","70"
"37","Rb V","+4","Rubidium","80920","70"
"37","Rb VI","+5","Rubidium","80860","70"
"37","Rb VII","+6","Rubidium","80780","70"
"37","Rb VIII","+7","Rubidium","80680","70"
"37","Rb IX","+8","Rubidium","80540","70"
"37","Rb X","+9","Rubidium","80390","70"
"37","Rb XI","+10","Rubidium","80120","70"
"37","Rb XII","+11","Rubidium","79800","70"
"37","Rb XIII","+12","Rubidium","79450","70"
"37","Rb XIV","+13","Rubidium","79050","70"
"37","Rb XV","+14","Rubidium","78610","70"
"37","Rb XVI","+15","Rubidium","78100","70"
"37","Rb XVII","+16","Rubidium","77550","70"
"37","Rb XVIII","+17","Rubidium","76940","70"
"37","Rb XIX","+18","Rubidium","76300","70"
"37","Rb XX","+19","Rubidium","75590","70"
"37","Rb XXI","+20","Rubidium","74740","70"
"37","Rb XXII","+21","Rubidium","73830","60"
"37","Rb XXIII","+22","Rubidium","72870","60"
"37","Rb XXIV","+23","Rubidium","71850","60"
"37","Rb XXV","+24","Rubidium","70770","60"
"37","Rb XXVI","+25","Rubidium","69640","50"
"37","Rb XXVII","+26","Rubidium","68400","50"
"37","Rb XXVIII","+27","Rubidium","67100","50"
"37","Rb XXIX","+28","Rubidium","63960","50"
"37","Rb XXX","+29","Rubidium","60690","50"
"37","Rb XXXI","+30","Rubidium","57240","40"
"37","Rb XXXII","+31","Rubidium","53645","11"
"37","Rb XXXIII","+32","Rubidium","49830","7"
"37","Rb XXXIV","+33","Rubidium","45842","4"
"37","Rb XXXV","+34","Rubidium","41628.300","0.011"
"37","Rb XXXVI","+35","Rubidium","37271.435","0.005"
"37","Rb XXXVII","+36","Rubidium","18965.5484","0.0020"
"38","Sr I","0","Strontium","86440","90"
"38","Sr II","+1","Strontium","86430","90"
"38","Sr III","+2","Strontium","86420","90"
"38","Sr IV","+3","Strontium","86380","90"
"38","Sr V","+4","Strontium","86320","90"
"38","Sr VI","+5","Strontium","86260","90"
"38","Sr VII","+6","Strontium","86160","90"
"38","Sr VIII","+7","Strontium","86060","70"
"38","Sr IX","+8","Strontium","85930","70"
"38","Sr X","+9","Strontium","85780","70"
"38","Sr XI","+10","Strontium","85600","70"
"38","Sr XII","+11","Strontium","85280","70"
"38","Sr XIII","+12","Strontium","84920","70"
"38","Sr XIV","+13","Strontium","84510","70"
"38","Sr XV","+14","Strontium","84050","70"
"38","Sr XVI","+15","Strontium","83550","70"
"38","Sr XVII","+16","Strontium","83000","70"
"38","Sr XVIII","+17","Strontium","82380","70"
"38","Sr XIX","+18","Strontium","81720","70"
"38","Sr XX","+19","Strontium","81000","70"
"38","Sr XXI","+20","Strontium","80220","70"
"38","Sr XXII","+21","Strontium","79290","70"
"38","Sr XXIII","+22","Strontium","78310","70"
"38","Sr XXIV","+23","Strontium","77270","70"
"38","Sr XXV","+24","Strontium","76160","60"
"38","Sr XXVI","+25","Strontium","75000","60"
"38","Sr XXVII","+26","Strontium","73780","60"
"38","Sr XXVIII","+27","Strontium","72460","60"
"38","Sr XXIX","+28","Strontium","71070","60"
"38","Sr XXX","+29","Strontium","67720","50"
"38","Sr XXXI","+30","Strontium","64220","50"
"38","Sr XXXII","+31","Strontium","60550","40"
"38","Sr XXXIII","+32","Strontium","56734","12"
"38","Sr XXXIV","+33","Strontium","52681","7"
"38","Sr XXXV","+34","Strontium","48448","5"
"38","Sr XXXVI","+35","Strontium","43983.254","0.012"
"38","Sr XXXVII","+36","Strontium","39370.857","0.006"
"38","Sr XXXVIII","+37","Strontium","20025.2673","0.0024"
"39","Y I","0","Yttrium","92030","90"
"39","Y II","+1","Yttrium","92020","90"
"39","Y III","+2","Yttrium","92010","90"
"39","Y IV","+3","Yttrium","91980","90"
"39","Y V","+4","Yttrium","91930","90"
"39","Y VI","+5","Yttrium","91850","90"
"39","Y VII","+6","Yttrium","91760","90"
"39","Y VIII","+7","Yttrium","91650","90"
"39","Y IX","+8","Yttrium","91530","90"
"39","Y X","+9","Yttrium","91380","90"
"39","Y XI","+10","Yttrium","91190","90"
"39","Y XII","+11","Yttrium","90990","90"
"39","Y XIII","+12","Yttrium","90610","90"
"39","Y XIV","+13","Yttrium","90200","90"
"39","Y XV","+14","Yttrium","89740","90"
"39","Y XVI","+15","Yttrium","89220","90"
"39","Y XVII","+16","Yttrium","88660","90"
"39","Y XVIII","+17","Yttrium","88040","90"
"39","Y XIX","+18","Yttrium","87360","90"
"39","Y XX","+19","Yttrium","86630","90"
"39","Y XXI","+20","Yttrium","85850","90"
"39","Y XXII","+21","Yttrium","84990","90"
"39","Y XXIII","+22","Yttrium","83990","70"
"39","Y XXIV","+23","Yttrium","82920","70"
"39","Y XXV","+24","Yttrium","81800","70"
"39","Y XXVI","+25","Yttrium","80610","70"
"39","Y XXVII","+26","Yttrium","79360","60"
"39","Y XXVIII","+27","Yttrium","78060","60"
"39","Y XXIX","+28","Yttrium","76630","60"
"39","Y XXX","+29","Yttrium","75150","60"
"39","Y XXXI","+30","Yttrium","71590","60"
"39","Y XXXII","+31","Yttrium","67870","50"
"39","Y XXXIII","+32","Yttrium","63980","40"
"39","Y XXXIV","+33","Yttrium","59915","12"
"39","Y XXXV","+34","Yttrium","55616","7"
"39","Y XXXVI","+35","Yttrium","51131","5"
"39","Y XXXVII","+36","Yttrium","46407.038","0.014"
"39","Y XXXVIII","+37","Yttrium","41531.307","0.006"
"39","Y XXXIX","+38","Yttrium","21115.588","0.003"
"40","Zr I","0","Zirconium","97820","90"
"40","Zr II","+1","Zirconium","97810","90"
"40","Zr III","+2","Zirconium","97800","90"
"40","Zr IV","+3","Zirconium","97790","90"
"40","Zr V","+4","Zirconium","97750","90"
"40","Zr VI","+5","Zirconium","97660","90"
"40","Zr VII","+6","Zirconium","97580","90"
"40","Zr VIII","+7","Zirconium","97450","90"
"40","Zr IX","+8","Zirconium","97330","90"
"40","Zr X","+9","Zirconium","97170","90"
"40","Zr XI","+10","Zirconium","96990","90"
"40","Zr XII","+11","Zirconium","96780","90"
"40","Zr XIII","+12","Zirconium","96550","90"
"40","Zr XIV","+13","Zirconium","96120","90"
"40","Zr XV","+14","Zirconium","95650","90"
"40","Zr XVI","+15","Zirconium","95130","90"
"40","Zr XVII","+16","Zirconium","94560","90"
"40","Zr XVIII","+17","Zirconium","93940","90"
"40","Zr XIX","+18","Zirconium","93250","90"
"40","Zr XX","+19","Zirconium","92500","90"
"40","Zr XXI","+20","Zirconium","91700","90"
"40","Zr XXII","+21","Zirconium","90830","90"
"40","Zr XXIII","+22","Zirconium","89910","90"
"40","Zr XXIV","+23","Zirconium","88820","90"
"40","Zr XXV","+24","Zirconium","87680","90"
"40","Zr XXVI","+25","Zirconium","86470","70"
"40","Zr XXVII","+26","Zirconium","85190","70"
"40","Zr XXVIII","+27","Zirconium","83850","70"
"40","Zr XXIX","+28","Zirconium","82460","60"
"40","Zr XXX","+29","Zirconium","80940","60"
"40","Zr XXXI","+30","Zirconium","79350","60"
"40","Zr XXXII","+31","Zirconium","75570","60"
"40","Zr XXXIII","+32","Zirconium","71610","50"
"40","Zr XXXIV","+33","Zirconium","67480","50"
"40","Zr XXXV","+34","Zirconium","63187","14"
"40","Zr XXXVI","+35","Zirconium","58635","9"
"40","Zr XXXVII","+36","Zirconium","53891","5"
"40","Zr XXXVIII","+37","Zirconium","48900.118","0.016"
"40","Zr XXXIX","+38","Zirconium","43753.183","0.007"
"40","Zr XL","+39","Zirconium","22236.712","0.004"
"41","Nb I","0","Niobium","103840","100"
"41","Nb II","+1","Niobium","103820","100"
"41","Nb III","+2","Niobium","103810","100"
"41","Nb IV","+3","Niobium","103790","100"
"41","Nb V","+4","Niobium","103750","100"
"41","Nb VI","+5","Niobium","103700","100"
"41","Nb VII","+6","Niobium","103600","100"
"41","Nb VIII","+7","Niobium","103480","100"
"41","Nb IX","+8","Niobium","103340","100"
"41","Nb X","+9","Niobium","103180","100"
"41","Nb XI","+10","Niobium","103010","100"
"41","Nb XII","+11","Niobium","102810","100"
"41","Nb XIII","+12","Niobium","102560","100"
"41","Nb XIV","+13","Niobium","102290","100"
"41","Nb XV","+14","Niobium","101800","100"
"41","Nb XVI","+15","Niobium","101270","100"
"41","Nb XVII","+16","Niobium","100700","100"
"41","Nb XVIII","+17","Niobium","100060","100"
"41","Nb XIX","+18","Niobium","99370","90"
"41","Nb XX","+19","Niobium","98620","90"
"41","Nb XXI","+20","Niobium","97800","90"
"41","Nb XXII","+21","Niobium","96920","90"
"41","Nb XXIII","+22","Niobium","95980","90"
"41","Nb XXIV","+23","Niobium","94980","90"
"41","Nb XXV","+24","Niobium","93810","90"
"41","Nb XXVI","+25","Niobium","92580","90"
"41","Nb XXVII","+26","Niobium","91280","90"
"41","Nb XXVIII","+27","Niobium","89910","70"
"41","Nb XXIX","+28","Niobium","88480","70"
"41","Nb XXX","+29","Niobium","86990","70"
"41","Nb XXXI","+30","Niobium","85360","60"
"41","Nb XXXII","+31","Niobium","83680","60"
"41","Nb XXXIII","+32","Niobium","79660","60"
"41","Nb XXXIV","+33","Niobium","75470","60"
"41","Nb XXXV","+34","Niobium","71090","50"
"41","Nb XXXVI","+35","Niobium","66555","15"
"41","Nb XXXVII","+36","Niobium","61739","9"
"41","Nb XXXVIII","+37","Niobium","56728","5"
"41","Nb XXXIX","+38","Niobium","51462.962","0.017"
"41","Nb XL","+39","Niobium","46036.896","0.009"
"41","Nb XLI","+40","Niobium","23388.850","0.004"
"42","Mo I","0","Molybdenum","110060","100"
"42","Mo II","+1","Molybdenum","110060","100"
"42","Mo III","+2","Molybdenum","110040","100"
"42","Mo IV","+3","Molybdenum","110010","100"
"42","Mo V","+4","Molybdenum","109970","100"
"42","Mo VI","+5","Molybdenum","109910","100"
"42","Mo VII","+6","Molybdenum","109850","100"
"42","Mo VIII","+7","Molybdenum","109730","100"
"42","Mo IX","+8","Molybdenum","109580","100"
"42","Mo X","+9","Molybdenum","109420","100"
"42","Mo XI","+10","Molybdenum","109230","100"
"42","Mo XII","+11","Molybdenum","109020","100"
"42","Mo XIII","+12","Molybdenum","108800","100"
"42","Mo XIV","+13","Molybdenum","108510","100"
"42","Mo XV","+14","Molybdenum","108210","100"
"42","Mo XVI","+15","Molybdenum","107670","100"
"42","Mo XVII","+16","Molybdenum","107070","100"
"42","Mo XVIII","+17","Molybdenum","106430","100"
"42","Mo XIX","+18","Molybdenum","105720","100"
"42","Mo XX","+19","Molybdenum","104970","100"
"42","Mo XXI","+20","Molybdenum","104130","100"
"42","Mo XXII","+21","Molybdenum","103250","100"
"42","Mo XXIII","+22","Molybdenum","102300","100"
"42","Mo XXIV","+23","Molybdenum","101270","100"
"42","Mo XXV","+24","Molybdenum","100190","100"
"42","Mo XXVI","+25","Molybdenum","98930","90"
"42","Mo XXVII","+26","Molybdenum","97610","90"
"42","Mo XXVIII","+27","Molybdenum","96220","90"
"42","Mo XXIX","+28","Molybdenum","94760","90"
"42","Mo XXX","+29","Molybdenum","93220","70"
"42","Mo XXXI","+30","Molybdenum","91640","70"
"42","Mo XXXII","+31","Molybdenum","89910","70"
"42","Mo XXXIII","+32","Molybdenum","88120","70"
"42","Mo XXXIV","+33","Molybdenum","83860","60"
"42","Mo XXXV","+34","Molybdenum","79420","60"
"42","Mo XXXVI","+35","Molybdenum","74810","50"
"42","Mo XXXVII","+36","Molybdenum","70015","15"
"42","Mo XXXVIII","+37","Molybdenum","64931","10"
"42","Mo XXXIX","+38","Molybdenum","59644","5"
"42","Mo XL","+39","Molybdenum","54096.060","0.019"
"42","Mo XLI","+40","Molybdenum","48382.866","0.010"
"42","Mo XLII","+41","Molybdenum","24572.213","0.004"
"43","Tc I","0","Technetium","116480","110"
"43","Tc II","+1","Technetium","116480","110"
"43","Tc III","+2","Technetium","116460","110"
"43","Tc IV","+3","Technetium","116430","110"
"43","Tc V","+4","Technetium","116400","110"
"43","Tc VI","+5","Technetium","116330","110"
"43","Tc VII","+6","Technetium","116260","110"
"43","Tc VIII","+7","Technetium","116170","110"
"43","Tc IX","+8","Technetium","116020","110"
"43","Tc X","+9","Technetium","115860","110"
"43","Tc XI","+10","Technetium","115660","110"
"43","Tc XII","+11","Technetium","115450","110"
"43","Tc XIII","+12","Technetium","115220","110"
"43","Tc XIV","+13","Technetium","114960","110"
"43","Tc XV","+14","Technetium","114640","110"
"43","Tc XVI","+15","Technetium","114300","110"
"43","Tc XVII","+16","Technetium","113690","100"
"43","Tc XVIII","+17","Technetium","113050","100"
"43","Tc XIX","+18","Technetium","112330","100"
"43","Tc XX","+19","Technetium","111560","100"
"43","Tc XXI","+20","Technetium","110730","100"
"43","Tc XXII","+21","Technetium","109830","100"
"43","Tc XXIII","+22","Technetium","108860","100"
"43","Tc XXIV","+23","Technetium","107830","100"
"43","Tc XXV","+24","Technetium","106730","100"
"43","Tc XXVI","+25","Technetium","105560","100"
"43","Tc XXVII","+26","Technetium","104210","100"
"43","Tc XXVIII","+27","Technetium","102800","100"
"43","Tc XXIX","+28","Technetium","101310","90"
"43","Tc XXX","+29","Technetium","99760","90"
"43","Tc XXXI","+30","Technetium","98110","90"
"43","Tc XXXII","+31","Technetium","96420","70"
"43","Tc XXXIII","+32","Technetium","94590","70"
"43","Tc XXXIV","+33","Technetium","92690","70"
"43","Tc XXXV","+34","Technetium","88180","70"
"43","Tc XXXVI","+35","Technetium","83500","60"
"43","Tc XXXVII","+36","Technetium","78630","50"
"43","Tc XXXVIII","+37","Technetium","73570","16"
"43","Tc XXXIX","+38","Technetium","68209","10"
"43","Tc XL","+39","Technetium","62638","6"
"43","Tc XLI","+40","Technetium","56799.97","0.03"
"43","Tc XLII","+41","Technetium","50791.578","0.019"
"43","Tc XLIII","+42","Technetium","25787.047","0.016"
"44","Ru I","0","Ruthenium","123140","120"
"44","Ru II","+1","Ruthenium","123140","120"
"44","Ru III","+2","Ruthenium","123130","120"
"44","Ru IV","+3","Ruthenium","123090","120"
"44","Ru V","+4","Ruthenium","123050","120"
"44","Ru VI","+5","Ruthenium","122990","120"
"44","Ru VII","+6","Ruthenium","122920","110"
"44","Ru VIII","+7","Ruthenium","122820","110"
"44","Ru IX","+8","Ruthenium","122710","110"
"44","Ru X","+9","Ruthenium","122530","110"
"44","Ru XI","+10","Ruthenium","122340","110"
"44","Ru XII","+11","Ruthenium","122110","110"
"44","Ru XIII","+12","Ruthenium","121860","110"
"44","Ru XIV","+13","Ruthenium","121600","110"
"44","Ru XV","+14","Ruthenium","121310","110"
"44","Ru XVI","+15","Ruthenium","120960","110"
"44","Ru XVII","+16","Ruthenium","120570","110"
"44","Ru XVIII","+17","Ruthenium","119910","110"
"44","Ru XIX","+18","Ruthenium","119190","110"
"44","Ru XX","+19","Ruthenium","118400","110"
"44","Ru XXI","+20","Ruthenium","117560","110"
"44","Ru XXII","+21","Ruthenium","116660","110"
"44","Ru XXIII","+22","Ruthenium","115660","110"
"44","Ru XXIV","+23","Ruthenium","114620","110"
"44","Ru XXV","+24","Ruthenium","113510","110"
"44","Ru XXVI","+25","Ruthenium","112320","100"
"44","Ru XXVII","+26","Ruthenium","111070","100"
"44","Ru XXVIII","+27","Ruthenium","109630","100"
"44","Ru XXIX","+28","Ruthenium","108110","100"
"44","Ru XXX","+29","Ruthenium","106540","100"
"44","Ru XXXI","+30","Ruthenium","104880","90"
"44","Ru XXXII","+31","Ruthenium","103130","90"
"44","Ru XXXIII","+32","Ruthenium","101340","70"
"44","Ru XXXIV","+33","Ruthenium","99390","70"
"44","Ru XXXV","+34","Ruthenium","97380","70"
"44","Ru XXXVI","+35","Ruthenium","92620","70"
"44","Ru XXXVII","+36","Ruthenium","87680","60"
"44","Ru XXXVIII","+37","Ruthenium","82550","50"
"44","Ru XXXIX","+38","Ruthenium","77220","16"
"44","Ru XL","+39","Ruthenium","71574","10"
"44","Ru XLI","+40","Ruthenium","65712","6"
"44","Ru XLII","+41","Ruthenium","59575.172","0.022"
"44","Ru XLIII","+42","Ruthenium","53263.452","0.012"
"44","Ru XLIV","+43","Ruthenium","27033.564","0.005"
"45","Rh I","0","Rhodium","130030","120"
"45","Rh II","+1","Rhodium","130020","120"
"45","Rh III","+2","Rhodium","130010","120"
"45","Rh IV","+3","Rhodium","129970","120"
"45","Rh V","+4","Rhodium","129940","120"
"45","Rh VI","+5","Rhodium","129870","120"
"45","Rh VII","+6","Rhodium","129790","120"
"45","Rh VIII","+7","Rhodium","129700","120"
"45","Rh IX","+8","Rhodium","129580","120"
"45","Rh X","+9","Rhodium","129440","120"
"45","Rh XI","+10","Rhodium","129240","120"
"45","Rh XII","+11","Rhodium","129010","120"
